     Time(s)     Power(C)        TB(C)        TC(C)        TD(C)        TE(C)   Ambient(C)
    29095.06        20.57        22.64        22.86        23.23        23.24        22.10
    29098.39        20.57        22.64        22.86        23.23        23.39        22.10
    29101.73        20.57        22.64        22.72        23.23        23.39        22.05
    29105.08        20.72        22.49        22.86        23.23        23.24        22.10
    29108.59        20.57        22.64        22.86        23.23        23.24        22.05
    29112.12        20.57        22.64        22.86        23.23        23.39        22.15
    29115.64        20.57        22.64        22.86        23.23        23.24        22.15
    29119.16        20.57        22.64        22.72        23.23        23.39        22.05
    29122.67        20.57        22.64        22.86        23.23        23.39        22.15
    29126.22        20.57        22.64        22.86        23.23        23.39        22.15
    29129.74        20.57        22.79        22.86        23.23        23.39        22.10
    29133.25        20.57        22.49        22.72        23.23        23.39        22.15
    29136.78        20.57        22.49        22.86        23.23        23.39        22.15
    29140.31        20.57        22.64        22.86        23.23        23.39        22.15
    29143.81        20.57        22.64        22.86        23.23        23.39        22.15
    29147.36        20.57        22.64        22.86        23.23        23.39        22.15
    29150.87        20.72        22.64        22.86        23.23        23.39        22.10
    29154.41        20.57        22.64        22.86        23.23        23.39        22.15
    29157.91        20.72        22.64        22.86        23.23        23.39        22.15
    29161.42        20.57        22.64        22.86        23.23        23.39        22.15
    29164.94        20.57        22.64        22.72        23.37        23.24        22.15
    29168.46        20.57        22.64        22.86        23.23        23.24        22.20
    29172.01        20.57        22.64        22.86        23.23        23.24        22.15
    29175.53        20.57        22.64        22.72        23.23        23.39        22.15
    29179.13        20.57        22.64        22.72        23.23        23.39        22.15
    29182.65        20.57        22.64        22.72        23.23        23.24        22.20
    29186.18        20.57        22.64        22.72        23.37        23.39        22.15
    29189.72        20.57        22.64        22.86        23.23        23.24        22.15
    29193.25        20.57        22.64        22.86        23.23        23.39        22.15
    29196.77        20.57        22.64        22.86        23.23        23.39        22.15
    29200.30        20.57        22.64        22.86        23.23        23.39        22.15
    29203.80        20.57        22.64        22.86        23.23        23.39        22.10
    29207.33        20.57        22.64        22.86        23.23        23.39        22.05
    29210.87        20.57        22.64        22.86        23.23        23.39        22.20
    29214.38        20.57        22.64        22.72        23.23        23.39        22.15
    29217.90        20.57        22.64        22.86        23.23        23.39        22.10
    29221.41        20.57        22.64        22.72        23.23        23.24        22.15
    29224.93        20.57        22.64        22.86        23.23        23.24        22.10
    29228.46        20.57        22.64        22.86        23.23        23.39        22.15
    29231.99        20.72        22.64        22.86        23.23        23.24        22.15
    29235.52        20.57        22.64        22.86        23.23        23.39        22.15
    29239.02        20.57        22.64        22.72        23.23        23.24        22.15
    29242.56        20.57        22.64        22.86        23.23        23.24        22.10
    29246.08        20.57        22.64        22.72        23.08        23.24        22.15
    29249.66        20.57        22.64        22.86        23.08        23.24        22.15
    29253.27        20.57        22.64        22.72        23.23        23.24        22.15
    29256.86        20.57        22.64        22.86        23.23        23.24        22.15
    29260.47        20.57        22.64        22.86        23.23        23.24        22.20
    29264.05        20.57        22.64        22.72        23.23        23.24        22.15
    29267.63        20.72        22.64        22.86        23.23        23.24        22.15
    29271.24        20.72        22.64        22.72        23.23        23.39        22.15
    29274.84        20.57        22.64        22.72        23.23        23.39        22.15
    29278.37        20.57        22.64        22.72        23.23        23.24        22.10
    29281.91        20.57        22.64        22.72        23.23        23.39        22.15
    29285.44        20.57        22.64        22.86        23.23        23.24        22.15
    29288.94        20.57        22.79        22.86        23.23        23.39        22.15
    29292.48        20.57        22.64        22.72        23.23        23.39        22.10
    29296.01        20.57        22.64        22.72        23.23        23.24        22.10
    29299.52        20.57        22.64        22.72        23.37        23.39        22.15
    29303.04        20.57        22.49        22.86        23.23        23.39        22.15
    29306.59        20.57        22.79        22.86        23.23        23.24        22.15
    29310.14        20.57        22.64        22.72        23.23        23.24        22.10
    29313.67        20.57        22.64        22.72        23.23        23.39        22.15
    29317.30        20.57        22.64        22.86        23.23        23.39        22.15
    29320.85        20.57        22.64        22.86        23.23        23.39        22.15
    29324.37        20.57        22.64        22.72        23.23        23.39        22.15
    29327.92        20.72        22.64        22.86        23.23        23.24        22.10
    29331.47        20.57        22.64        22.72        23.23        23.39        22.15
    29334.98        20.57        22.64        22.86        23.23        23.39        22.15
    29338.51        20.57        22.64        22.86        23.23        23.39        22.15
    29342.06        20.72        22.64        22.86        23.23        23.39        22.15
    29345.62        20.57        22.64        22.86        23.23        23.24        22.15
    29349.15        20.72        22.64        22.86        23.23        23.39        22.10
    29352.68        20.72        22.64        22.86        23.23        23.39        22.15
    29356.20        20.57        22.64        22.86        23.23        23.39        22.15
    29359.72        20.57        22.49        22.72        23.23        23.39        22.15
    29363.25        20.57        22.64        22.86        23.37        23.39        22.10
    29366.77        20.57        22.64        22.72        23.23        23.39        22.10
    29370.30        20.57        22.64        22.86        23.37        23.24        22.15
    29373.84        20.57        22.64        22.86        23.23        23.39        22.15
    29377.39        20.57        22.64        22.72        23.23        23.39        22.10
    29380.93        20.57        22.64        22.86        23.23        23.39        22.15
    29384.48        20.57        22.64        22.86        23.23        23.39        22.15
    29388.02        20.72        22.64        22.86        23.23        23.39        22.10
    29391.59        20.57        22.64        22.86        23.23        23.39        22.20
    29395.12        20.72        22.64        22.86        23.23        23.39        22.15
    29398.67        20.57        22.64        22.72        23.23        23.24        22.15
    29402.20        20.57        22.64        22.86        23.23        23.39        22.15
    29405.74        20.72        22.64        22.86        23.23        23.39        22.10
    29409.30        20.57        22.64        22.72        23.23        23.39        22.15
    29412.83        20.57        22.64        22.72        23.23        23.24        22.15
    29416.40        20.57        22.49        22.86        23.23        23.39        22.10
    29419.92        20.57        22.64        22.86        23.37        23.24        22.15
    29423.46        20.57        22.64        22.72        23.23        23.39        22.15
    29427.00        20.57        22.64        22.86        23.37        23.39        22.20
    29430.54        20.57        22.64        22.72        23.23        23.39        22.20
    29434.11        20.57        22.64        22.86        23.23        23.24        22.15
    29437.64        20.72        22.49        22.72        23.37        23.39        22.15
    29441.20        20.72        22.64        22.86        23.23        23.39        22.15
    29444.72        20.72        22.64        22.86        23.37        23.24        22.15
    29448.28        20.57        22.64        22.72        23.08        23.39        22.15
    29451.83        20.57        22.64        22.72        23.23        23.24        22.10
    29455.36        20.57        22.64        22.86        23.23        23.39        22.10
    29458.93        20.57        22.64        22.72        23.23        23.54        22.15
    29462.48        20.57        22.64        22.86        23.23        23.24        22.20
    29466.01        20.57        22.64        22.86        23.23        23.24        22.15
    29469.57        20.57        22.64        22.72        23.23        23.39        22.10
    29473.13        20.57        22.64        22.72        23.23        23.39        22.15
    29476.67        20.57        22.64        22.86        23.23        23.39        22.15
    29480.19        20.57        22.49        22.72        23.23        23.39        22.15
    29483.73        20.57        22.64        22.86        23.23        23.39        22.15
    29487.31        20.72        22.64        22.86        23.23        23.24        22.10
    29490.84        20.57        22.64        22.86        23.23        23.39        22.15
    29494.37        20.57        22.64        22.72        23.23        23.39        22.15
    29497.93        20.57        22.64        22.72        23.23        23.24        22.15
    29501.48        20.57        22.64        22.72        23.23        23.39        22.15
    29505.00        20.57        22.64        22.86        23.23        23.24        22.10
    29508.55        20.57        22.64        22.86        23.23        23.39        22.10
    29512.11        20.57        22.49        22.72        23.23        23.39        22.10
    29515.63        20.57        22.64        22.86        23.23        23.39        22.15
    29519.17        20.57        22.64        22.86        23.23        23.24        22.15
    29522.71        20.57        22.79        22.86        23.23        23.24        22.10
    29526.31        20.72        22.79        22.86        23.37        23.39        22.10
    29529.93        20.57        22.64        22.72        23.23        23.39        22.10
    29533.55        20.57        22.64        22.86        23.23        23.39        22.15
    29537.16        20.57        22.49        22.86        23.23        23.24        22.15
    29540.76        20.72        22.64        22.86        23.37        23.24        22.15
    29544.39        20.72        22.64        22.86        23.23        23.39        22.10
    29548.01        20.57        22.64        22.86        23.23        23.24        22.10
    29551.63        20.57        22.64        22.86        23.23        23.39        22.10
    29555.23        20.57        22.64        22.86        23.23        23.24        22.10
    29558.87        20.57        22.79        22.72        23.23        23.24        22.15
    29562.50        20.72        22.64        22.72        23.23        23.39        22.15
    29566.12        20.57        22.64        22.86        23.23        23.39        22.10
    29569.75        20.57        22.64        22.72        23.37        23.24        22.15
    29573.36        20.57        22.64        22.86        23.23        23.24        22.10
    29576.99        20.57        22.64        22.72        23.23        23.39        22.15
    29580.60        20.57        22.64        22.86        23.23        23.39        22.10
    29584.22        20.57        22.64        22.86        23.23        23.39        22.20
    29587.91        20.57        22.64        22.86        23.23        23.39        22.15
    29591.51        20.57        22.64        22.72        23.23        23.39        22.10
    29595.16        20.57        22.79        22.72        23.23        23.24        22.15
    29598.81        20.57        22.64        22.86        23.37        23.39        22.15
    29602.43        20.72        22.64        22.86        23.23        23.39        22.15
    29606.03        20.57        22.64        22.86        23.23        23.24        22.15
    29609.67        20.72        22.64        22.72        23.08        23.39        22.10
    29613.29        20.57        22.64        22.86        23.23        23.24        22.15
    29616.92        20.57        22.64        22.86        23.37        23.39        22.10
    29620.54        20.57        22.64        22.86        23.23        23.39        22.15
    29624.18        20.57        22.64        22.86        23.23        23.39        22.10
    29627.82        20.57        22.64        22.86        23.23        23.39        22.15
    29631.46        20.72        22.64        22.86        23.23        23.39        22.15
    29635.09        20.57        22.64        22.72        23.23        23.39        22.15
    29638.71        20.57        22.64        22.86        23.23        23.39        22.15
    29642.33        20.57        22.64        22.86        23.23        23.39        22.20
    29645.98        20.57        22.79        22.86        23.23        23.39        22.15
    29649.62        20.57        22.64        22.86        23.23        23.39        22.20
    29653.25        20.57        22.64        22.86        23.23        23.24        22.15
    29656.86        20.57        22.64        22.86        23.23        23.39        22.15
    29660.51        20.57        22.64        22.86        23.23        23.24        22.15
    29664.15        20.72        22.79        22.86        23.23        23.24        22.15
    29667.78        20.72        22.64        22.86        23.23        23.39        22.15
    29671.40        20.57        22.49        22.72        23.37        23.39        22.20
    29675.03        20.57        22.64        22.86        23.23        23.39        22.20
    29678.66        20.57        22.64        22.86        23.23        23.39        22.15
    29682.28        20.57        22.64        22.72        23.23        23.39        22.20
    29685.93        20.57        22.49        22.86        23.23        23.24        22.20
    29689.57        20.57        22.64        22.86        23.23        23.24        22.15
    29693.19        20.57        22.64        22.72        23.23        23.24        22.15
    29696.80        20.57        22.64        22.86        23.23        23.24        22.15
    29700.44        20.72        22.64        22.86        23.23        23.24        22.15
    29704.09        20.57        22.64        22.72        23.23        23.39        22.20
    29707.72        20.57        22.64        22.72        23.23        23.39        22.15
    29711.35        20.57        22.64        22.86        23.23        23.39        22.15
    29714.98        20.57        22.79        22.72        23.23        23.24        22.20
    29718.63        20.57        22.64        22.72        23.23        23.39        22.15
    29722.26        20.57        22.64        22.72        23.23        23.24        22.20
    29725.89        20.57        22.79        22.72        23.23        23.39        22.20
    29729.53        20.72        22.64        22.72        23.23        23.39        22.20
    29733.16        20.57        22.79        22.86        23.23        23.24        22.25
    29736.87        20.57        22.64        22.86        23.23        23.24        22.20
    29740.54        20.57        22.64        22.86        23.23        23.24        22.15
    29744.19        20.57        22.64        22.86        23.23        23.39        22.15
    29747.83        20.57        22.64        22.86        23.23        23.24        22.20
    29751.49        20.57        22.79        22.86        23.23        23.24        22.20
    29755.18        20.57        22.64        22.86        23.23        23.24        22.20
    29758.81        20.57        22.64        22.72        23.23        23.39        22.20
    29762.46        20.57        22.64        22.86        23.23        23.39        22.15
    29766.13        20.57        22.64        22.72        23.23        23.24        22.15
    29769.76        20.57        22.64        22.72        23.23        23.24        22.15
    29773.39        20.57        22.79        22.86        23.23        23.39        22.15
    29777.02        20.57        22.64        22.86        23.23        23.39        22.15
    29780.66        20.57        22.64        22.72        23.23        23.39        22.15
    29784.29        20.57        22.64        22.72        23.23        23.24        22.10
    29787.93        20.57        22.64        22.72        23.23        23.24        22.15
    29791.57        20.57        22.79        22.86        23.23        23.39        22.15
    29795.22        20.57        22.64        22.72        23.23        23.39        22.20
    29798.87        20.57        22.79        22.86        23.23        23.39        22.15
    29802.48        20.57        22.79        22.72        23.23        23.24        22.15
    29806.12        20.57        22.64        22.72        23.23        23.24        22.15
    29809.75        20.57        22.64        22.86        23.23        23.39        22.20
    29813.37        20.57        22.79        22.86        23.23        23.24        22.15
    29817.02        20.57        22.79        22.72        23.23        23.24        22.20
    29820.64        20.72        22.79        22.72        23.23        23.39        22.15
    29824.29        20.57        22.64        22.72        23.23        23.39        22.15
    29827.90        20.57        22.64        22.86        23.23        23.39        22.15
    29831.54        20.57        22.79        22.72        23.23        23.24        22.15
    29835.17        20.57        22.79        22.86        23.23        23.24        22.15
    29838.80        20.57        22.64        22.86        23.23        23.24        22.15
    29842.43        20.57        22.79        22.72        23.23        23.39        22.15
    29846.07        20.57        22.64        22.72        23.23        23.39        22.15
    29849.72        20.57        22.64        22.72        23.23        23.24        22.20
    29853.34        20.57        22.79        22.72        23.23        23.39        22.20
    29857.01        20.57        22.64        22.86        23.23        23.24        22.15
    29860.64        20.57        22.64        22.72        23.23        23.39        22.15
    29864.28        20.57        22.64        22.86        23.23        23.39        22.20
    29867.91        20.57        22.64        22.72        23.23        23.24        22.15
    29871.55        20.57        22.79        22.72        23.23        23.24        22.15
    29875.19        20.57        22.64        22.86        23.23        23.39        22.20
    29878.82        20.57        22.64        22.72        23.23        23.39        22.15
    29882.47        20.57        22.64        22.72        23.23        23.39        22.15
    29886.11        20.72        22.79        22.86        23.37        23.39        22.10
    29889.77        20.72        22.64        22.86        23.23        23.24        22.10
    29893.38        20.57        22.64        22.72        23.23        23.24        22.15
    29897.01        20.57        22.64        22.86        23.23        23.24        22.15
    29900.65        20.72        22.64        22.86        23.23        23.24        22.15
    29904.30        20.57        22.79        22.86        23.23        23.24        22.15
    29907.96        20.57        22.64        22.72        23.23        23.39        22.15
    29911.60        20.57        22.64        22.86        23.23        23.39        22.10
    29915.24        20.57        22.64        22.72        23.23        23.39        22.10
    29918.87        20.72        22.64        22.86        23.23        23.39        22.15
    29922.52        20.72        22.79        22.72        23.23        23.24        22.10
    29926.18        20.57        22.64        22.86        23.23        23.39        22.15
    29929.83        20.57        22.64        22.86        23.23        23.39        22.15
    29933.46        20.57        22.64        22.72        23.23        23.39        22.20
    29937.13        20.57        22.64        22.86        23.23        23.39        22.10
    29940.80        20.72        22.64        22.86        23.23        23.24        22.05
    29944.45        20.57        22.64        22.72        23.23        23.39        22.15
    29948.09        20.57        22.64        22.72        23.23        23.24        22.10
    29951.73        20.57        22.64        22.86        23.23        23.24        22.15
    29955.37        20.72        22.64        22.86        23.23        23.39        22.10
    29959.02        20.57        22.64        22.86        23.23        23.24        22.20
    29962.65        20.57        22.64        22.72        23.23        23.39        22.15
    29966.30        20.57        22.64        22.72        23.23        23.39        22.15
    29969.94        20.57        22.64        22.86        23.23        23.24        22.15
    29973.57        20.72        22.64        22.72        23.23        23.39        22.15
    29977.22        20.57        22.64        22.72        23.23        23.24        22.15
    29980.88        20.57        22.64        22.86        23.23        23.39        22.20
    29984.50        20.57        22.64        22.72        23.23        23.39        22.20
    29988.13        20.57        22.64        22.86        23.23        23.24        22.20
    29991.78        20.57        22.64        22.86        23.23        23.24        22.15
    29995.44        20.57        22.79        22.72        23.37        23.39        22.10
    29999.06        20.57        22.79        22.86        23.23        23.39        22.15
    30002.69        20.57        22.64        22.86        23.23        23.24        22.20
    30006.37        20.57        22.64        22.86        23.23        23.39        22.20
    30009.76        20.57        22.64        22.72        23.23        23.24        22.15
    30013.16        20.57        22.64        22.72        23.23        23.24        22.15
    30016.56        20.57        22.64        22.72        23.23        23.24        22.15
    30019.96        20.57        22.64        22.86        23.37        23.24        22.15
    30023.36        20.57        22.64        22.86        23.23        23.39        22.15
    30026.75        20.57        22.64        22.86        23.23        23.24        22.15
    30030.15        20.57        22.64        22.86        23.23        23.24        22.15
    30033.54        20.57        22.79        22.86        23.23        23.39        22.20
    30036.97        20.57        22.79        22.86        23.23        23.39        22.15
    30040.40        20.57        22.79        22.72        23.23        23.24        22.15
    30043.78        20.57        22.64        22.72        23.23        23.39        22.15
    30047.16        20.57        22.64        22.86        23.23        23.24        22.10
    30050.56        20.57        22.64        22.72        23.23        23.39        22.10
    30053.95        20.57        22.64        22.86        23.23        23.24        22.20
    30057.35        20.72        22.64        22.86        23.23        23.39        22.20
    30060.76        20.57        22.64        22.72        23.37        23.39        22.20
    30064.16        20.57        22.79        22.72        23.23        23.39        22.15
    30067.60        20.57        22.64        22.72        23.23        23.39        22.15
    30070.98        20.57        22.64        22.86        23.23        23.39        22.15
    30074.37        20.57        22.64        22.86        23.23        23.24        22.10
    30077.76        20.57        22.64        22.72        23.23        23.39        22.15
    30081.16        20.57        22.64        22.72        23.23        23.24        22.10
    30084.56        20.57        22.64        22.86        23.23        23.39        22.15
    30087.98        20.57        22.64        22.86        23.08        23.24        22.15
    30091.37        20.57        22.64        22.86        23.23        23.24        22.20
    30094.75        20.57        22.64        22.72        23.23        23.24        22.10
    30098.19        20.57        22.64        22.72        23.23        23.24        22.15
    30101.59        20.57        22.64        22.72        23.23        23.24        22.20
    30104.96        20.57        22.64        22.72        23.23        23.24        22.15
    30108.38        20.57        22.64        22.86        23.23        23.24        22.20
    30111.78        20.57        22.79        22.86        23.23        23.39        22.15
    30115.18        20.57        22.64        22.86        23.23        23.24        22.15
    30118.58        20.57        22.64        22.72        23.23        23.39        22.20
    30121.97        20.57        22.64        22.86        23.23        23.39        22.15
    30125.37        20.57        22.64        22.72        23.23        23.24        22.15
    30128.78        20.57        22.64        22.86        23.23        23.39        22.15
    30132.20        20.57        22.64        22.72        23.23        23.24        22.10
    30135.61        20.72        22.64        22.86        23.23        23.39        22.15
    30139.05        20.57        22.64        22.72        23.23        23.39        22.15
    30142.44        20.57        22.64        22.72        23.23        23.39        22.10
    30145.85        20.57        22.64        22.72        23.08        23.24        22.10
    30149.24        20.57        22.64        22.72        23.23        23.24        22.15
    30152.65        20.57        22.64        22.72        23.23        23.24        22.10
    30156.05        20.57        22.64        22.72        23.23        23.39        22.15
    30159.45        20.72        22.79        22.72        23.23        23.39        22.10
    30162.84        20.57        22.64        22.86        23.23        23.24        22.15
    30166.26        20.57        22.64        22.72        23.23        23.24        22.15
    30169.66        20.57        22.64        22.86        23.23        23.39        22.10
    30173.07        20.57        22.64        22.86        23.23        23.39        22.10
    30176.47        20.57        22.64        22.72        23.23        23.39        22.15
    30179.86        20.57        22.64        22.86        23.23        23.39        22.10
    30183.27        20.72        22.64        22.86        23.23        23.39        22.15
    30186.70        20.57        22.64        22.72        23.23        23.24        22.15
    30190.14        20.57        22.49        22.86        23.23        23.24        22.15
    30193.56        20.57        22.64        22.72        23.23        23.39        22.15
    30196.97        20.57        22.64        22.86        23.23        23.39        22.15
    30200.37        20.57        22.64        22.86        23.37        23.39        22.15
    30203.77        20.57        22.64        22.72        23.23        23.39        22.10
    30207.18        20.57        22.64        22.86        23.37        23.24        22.10
    30210.57        20.57        22.64        22.86        23.23        23.39        22.20
    30213.97        20.57        22.64        22.86        23.23        23.39        22.20
    30217.39        20.57        22.64        22.72        23.23        23.39        22.15
    30220.80        20.57        22.49        22.86        23.23        23.39        22.15
    30224.22        20.72        22.64        22.72        23.23        23.39        22.15
    30227.62        20.57        22.64        22.86        23.23        23.39        22.15
    30231.03        20.57        22.64        22.72        23.23        23.39        22.20
    30234.45        20.57        22.64        22.86        23.37        23.24        22.15
    30237.85        20.57        22.64        22.86        23.23        23.39        22.15
    30241.27        20.57        22.64        22.86        23.23        23.24        22.15
    30244.68        20.57        22.64        22.86        23.37        23.24        22.15
    30248.10        20.57        22.64        22.72        23.23        23.39        22.15
    30251.51        20.57        22.64        22.72        23.23        23.39        22.15
    30254.91        20.72        22.64        22.72        23.23        23.24        22.20
    30258.33        20.57        22.64        22.86        23.23        23.24        22.15
    30261.74        20.72        22.64        22.86        23.23        23.39        22.15
    30265.15        20.57        22.64        22.86        23.23        23.24        22.10
    30268.56        20.72        22.64        22.86        23.23        23.39        22.20
    30271.99        20.57        22.64        22.72        23.23        23.39        22.10
    30275.40        20.57        22.64        22.86        23.23        23.39        22.15
    30278.80        20.57        22.64        22.86        23.23        23.39        22.15
    30282.21        20.57        22.64        22.86        23.23        23.39        22.20
    30285.62        20.57        22.79        22.86        23.23        23.24        22.20
    30289.03        20.57        22.79        22.86        23.23        23.39        22.20
    30292.46        20.57        22.64        22.86        23.23        23.24        22.15
    30295.86        20.57        22.64        22.72        23.23        23.39        22.25
    30299.29        20.72        22.64        22.72        23.23        23.39        22.25
    30302.71        20.57        22.79        22.86        23.23        23.39        22.20
    30306.13        20.57        22.64        22.86        23.37        23.39        22.20
    30309.58        20.57        22.64        22.86        23.23        23.24        22.20
    30313.00        20.57        22.79        22.86        23.23        23.39        22.25
    30316.42        20.57        22.64        22.86        23.23        23.39        22.25
    30319.83        20.57        22.64        22.86        23.23        23.39        22.25
    30323.25        20.57        22.64        22.72        23.23        23.39        22.20
    30326.66        20.57        22.64        22.86        23.23        23.24        22.20
    30330.08        20.57        22.64        22.72        23.23        23.24        22.20
    30333.51        20.57        22.64        22.72        23.23        23.39        22.20
    30336.94        20.57        22.79        22.72        23.23        23.24        22.25
    30340.37        20.57        22.64        22.86        23.23        23.39        22.20
    30343.79        20.57        22.64        22.86        23.23        23.39        22.20
    30347.23        20.57        22.79        22.86        23.23        23.39        22.20
    30350.64        20.57        22.64        22.72        23.23        23.24        22.20
    30354.08        20.57        22.64        22.72        23.23        23.24        22.15
    30357.52        20.57        22.64        22.86        23.23        23.39        22.10
    30360.94        20.72        22.64        22.86        23.23        23.24        22.15
    30364.38        20.57        22.79        22.86        23.23        23.24        22.15
    30367.80        20.57        22.64        22.86        23.23        23.39        22.20
    30371.21        20.57        22.64        22.86        23.23        23.24        22.15
    30374.63        20.57        22.79        22.86        23.23        23.39        22.25
    30378.04        20.57        22.64        22.72        23.23        23.24        22.10
    30381.44        20.57        22.64        22.72        23.23        23.24        22.15
    30384.86        20.72        22.79        22.86        23.23        23.39        22.15
    30388.29        20.57        22.79        22.72        23.23        23.39        22.20
    30391.70        20.57        22.79        22.86        23.23        23.24        22.20
    30395.12        20.57        22.79        22.72        23.08        23.24        22.15
    30398.54        20.57        22.49        22.72        23.23        23.24        22.15
    30401.94        20.57        22.79        22.72        23.23        23.24        22.20
    30405.38        20.72        22.64        22.86        23.23        23.39        22.20
    30408.80        20.57        22.79        22.86        23.37        23.39        22.20
    30412.23        20.57        22.64        22.72        23.23        23.24        22.10
    30415.66        20.57        22.64        22.72        23.23        23.24        22.15
    30419.16        20.57        22.79        22.86        23.23        23.39        22.15
    30422.58        20.57        22.64        22.72        23.23        23.24        22.15
    30425.99        20.57        22.64        22.86        23.23        23.24        22.10
    30429.41        20.57        22.64        22.72        23.23        23.39        22.10
    30432.83        20.57        22.79        22.72        23.23        23.24        22.20
    30436.24        20.57        22.64        22.86        23.23        23.24        22.20
    30439.67        20.57        22.79        22.86        23.23        23.24        22.15
    30443.10        20.57        22.64        22.72        23.23        23.24        22.15
    30446.52        20.57        22.64        22.72        23.23        23.24        22.20
    30449.94        20.57        22.79        22.86        23.23        23.24        22.15
    30453.35        20.57        22.64        22.86        23.23        23.24        22.20
    30456.75        20.57        22.79        22.72        23.23        23.24        22.15
    30460.19        20.72        22.64        22.86        23.23        23.24        22.20
    30463.63        20.57        22.64        22.72        23.23        23.24        22.15
    30467.05        20.57        22.79        22.86        23.23        23.24        22.15
    30470.47        20.57        22.64        22.72        23.23        23.39        22.15
    30473.90        20.57        22.64        22.86        23.23        23.24        22.20
    30477.31        20.57        22.64        22.86        23.23        23.24        22.15
    30480.74        20.57        22.64        22.86        23.23        23.39        22.15
    30484.16        20.57        22.64        22.86        23.08        23.24        22.10
    30487.58        20.72        22.64        22.86        23.23        23.39        22.15
    30491.01        20.57        22.79        22.86        23.23        23.39        22.15
    30494.45        20.72        22.79        22.86        23.23        23.24        22.20
    30497.86        20.57        22.64        22.72        23.23        23.39        22.20
    30501.30        20.57        22.64        22.72        23.23        23.39        22.15
    30504.73        20.57        22.79        22.86        23.23        23.24        22.20
    30508.15        20.57        22.64        22.72        23.08        23.24        22.15
    30511.58        20.57        22.79        22.86        23.23        23.39        22.15
    30515.02        20.57        22.64        22.86        23.23        23.24        22.15
    30518.45        20.57        22.64        22.86        23.23        23.39        22.15
    30521.87        20.57        22.64        22.86        23.23        23.39        22.15
    30525.31        20.57        22.64        22.72        23.23        23.24        22.20
    30528.77        20.57        22.64        22.72        23.23        23.24        22.15
    30532.17        20.57        22.79        22.72        23.23        23.24        22.15
    30535.59        20.57        22.64        22.72        23.23        23.24        22.10
    30539.02        20.57        22.64        22.72        23.23        23.39        22.15
    30542.45        20.57        22.64        22.86        23.23        23.24        22.20
    30545.89        20.57        22.64        22.86        23.23        23.24        22.20
    30549.32        20.57        22.64        22.72        23.23        23.24        22.30
    30552.77        20.57        22.64        22.86        23.23        23.24        22.25
    30556.19        20.57        22.64        22.72        23.23        23.24        22.25
    30559.63        20.57        22.64        22.86        23.23        23.39        22.25
    30563.06        20.57        22.64        22.86        23.23        23.39        22.20
    30566.48        20.57        22.64        22.86        23.23        23.24        22.20
    30569.90        20.57        22.79        22.86        23.23        23.39        22.20
    30573.31        20.57        22.64        22.86        23.23        23.39        22.20
    30576.75        20.57        22.79        22.72        23.23        23.39        22.20
    30580.19        20.57        22.64        22.86        23.23        23.24        22.20
    30583.63        20.57        22.64        22.72        23.08        23.39        22.15
    30587.04        20.57        22.64        22.86        23.23        23.39        22.15
    30590.47        20.57        22.64        22.72        23.23        23.24        22.20
    30593.91        20.57        22.79        22.86        23.23        23.39        22.15
    30597.33        20.57        22.64        22.72        23.23        23.24        22.25
    30600.74        20.57        22.64        22.86        23.23        23.39        22.20
    30604.19        20.57        22.64        22.86        23.23        23.39        22.15
    30607.62        20.57        22.64        22.86        23.23        23.39        22.15
    30611.05        20.57        22.64        22.86        23.23        23.39        22.15
    30614.49        20.57        22.64        22.86        23.23        23.39        22.15
    30617.92        20.57        22.64        22.86        23.37        23.39        22.15
    30621.35        20.57        22.64        22.86        23.23        23.24        22.15
    30624.78        20.57        22.64        22.86        23.23        23.39        22.10
    30628.23        20.57        22.64        22.86        23.23        23.39        22.20
    30631.68        20.57        22.64        22.72        23.23        23.39        22.15
    30635.13        20.57        22.64        22.86        23.23        23.24        22.20
    30638.56        20.57        22.64        22.72        23.23        23.24        22.10
    30642.01        20.72        22.64        22.86        23.23        23.39        22.15
    30645.45        20.57        22.64        22.72        23.23        23.39        22.15
    30648.88        20.57        22.49        22.72        23.23        23.39        22.15
    30652.33        20.57        22.64        22.86        23.23        23.39        22.15
    30655.77        20.57        22.64        22.72        23.23        23.39        22.20
    30659.22        20.57        22.64        22.86        23.23        23.24        22.10
    30662.64        20.57        22.64        22.72        23.23        23.24        22.15
    30666.11        20.57        22.64        22.86        23.23        23.39        22.20
    30669.57        20.57        22.64        22.86        23.23        23.39        22.20
    30672.99        20.72        22.64        22.86        23.23        23.39        22.20
    30676.43        20.57        22.64        22.72        23.23        23.24        22.20
    30679.90        20.57        22.64        22.72        23.23        23.39        22.15
    30683.32        20.57        22.79        22.86        23.23        23.24        22.15
    30686.75        20.57        22.64        22.86        23.23        23.24        22.15
    30690.19        20.57        22.64        22.86        23.23        23.24        22.20
    30693.62        20.57        22.64        22.86        23.23        23.39        22.15
    30697.06        20.57        22.64        22.86        23.23        23.24        22.15
    30700.53        20.72        22.79        22.86        23.23        23.39        22.10
    30703.95        20.57        22.64        22.86        23.23        23.24        22.20
    30707.41        20.57        22.64        22.86        23.23        23.24        22.15
    30710.85        20.57        22.64        22.86        23.23        23.39        22.15
    30714.32        20.57        22.64        22.86        23.23        23.24        22.20
    30717.80        20.57        22.64        22.86        23.23        23.39        22.15
    30721.24        20.57        22.64        22.86        23.23        23.24        22.15
    30724.70        20.57        22.64        22.86        23.37        23.39        22.20
